timestamp,device_id,temperature,vibration,current,predicted_abnormal,abnormal_probability,report_summary,root_cause,recommendation
2025-10-20T10:00:00Z,M1,64.96714153011233,4.72347139765763,10.647688538100692,0,0.07499550918780183,Normal operation,-,-
2025-10-20T10:05:00Z,M2,75.23029856408026,4.531693250553328,9.76586304305082,1,0.8748415361291612,Anomaly detected with 0.87 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:10:00Z,M3,75.79212815507391,6.534869458305818,9.530525614065049,1,0.9550860652297202,Anomaly detected with 0.96 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:15:00Z,M4,65.42560043585965,4.0731646143750755,9.534270246429744,0,0.539645081140004,Normal operation,-,-
2025-10-20T10:20:00Z,M5,62.41962271566034,1.1734395106844042,8.275082167486968,0,0.3006112140321421,Normal operation,-,-
2025-10-20T10:25:00Z,M1,54.37712470759027,2.9743377593311524,10.314247332595274,0,0.39107292879084515,Normal operation,-,-
2025-10-20T10:30:00Z,M2,50.91975924478789,2.175392597329417,11.465648768921554,0,0.20255965063962295,Normal operation,-,-
2025-10-20T10:35:00Z,M3,57.74223699513465,5.1350564093758475,8.575251813786544,0,0.15346663784806872,Normal operation,-,-
2025-10-20T10:40:00Z,M4,54.556172754748175,5.2218451794197325,8.849006422577697,0,0.30503412271699015,Normal operation,-,-
2025-10-20T10:45:00Z,M5,63.75698018345672,3.79872262016239,9.708306250206723,0,0.24434372541432903,Normal operation,-,-
2025-10-20T10:50:00Z,M1,53.98293387770603,8.704556369017876,9.986502775262066,1,0.9701777852580217,Anomaly detected with 0.97 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T10:55:00Z,M2,49.422890710440996,6.645089824206378,8.779156350028977,0,0.09275405033074166,Normal operation,-,-
2025-10-20T11:00:00Z,M3,62.08863595004755,1.0806597522404489,8.67181395110157,0,0.5859171442163915,Normal operation,-,-
2025-10-20T11:05:00Z,M4,61.96861235869123,6.476933159990821,10.17136828118997,0,0.5924159094637815,Normal operation,-,-
2025-10-20T11:10:00Z,M5,58.843517176117594,4.3977926088214225,8.521478009632572,0,0.43398894271085975,Normal operation,-,-
2025-10-20T11:15:00Z,M1,52.801557916052914,4.078722458080425,11.057122226218915,0,0.3448530014892662,Normal operation,-,-
2025-10-20T11:20:00Z,M2,63.43618289568462,1.473919689274532,10.324083969394795,0,0.22024018895748027,Normal operation,-,-
2025-10-20T11:25:00Z,M3,56.149177195836835,3.6461559993880828,10.611676288840869,0,0.4975872608388217,Normal operation,-,-
2025-10-20T11:30:00Z,M4,70.30999522495951,6.862560238232398,9.160782476777362,0,0.42660214490463355,Normal operation,-,-
2025-10-20T11:35:00Z,M5,56.907876241487855,5.662526862807128,10.97554512712236,0,0.13943931663969023,Normal operation,-,-
2025-10-20T11:40:00Z,M1,55.2082576215471,4.628682046672366,8.893665025993972,0,0.5510099514716134,Normal operation,-,-
2025-10-20T11:45:00Z,M2,48.037933759193294,6.625051644788396,11.356240028570824,0,0.5023954836077429,Normal operation,-,-
2025-10-20T11:50:00Z,M3,59.27989878419666,7.007065795784048,10.361636025047634,0,0.5723899523105582,Normal operation,-,-
2025-10-20T11:55:00Z,M4,53.54880245394876,5.722791211016828,11.53803656646597,0,0.44914572961359794,Normal operation,-,-
2025-10-20T12:00:00Z,M5,59.64173960890049,8.129287311628012,7.380254895910255,1,0.8947039092626581,Anomaly detected with 0.89 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T12:05:00Z,M1,68.21902504375224,5.174094136476342,9.700992649534133,0,0.28003366995984036,Normal operation,-,-
2025-10-20T12:10:00Z,M2,60.91760776535502,1.0248621707982144,9.780328112162488,0,0.5630006658447073,Normal operation,-,-
2025-10-20T12:15:00Z,M3,63.57112571511746,7.955788089483033,9.481729781726353,0,0.5263351392252246,Normal operation,-,-
2025-10-20T12:20:00Z,M4,51.91506397106812,3.996485912830927,10.915402117702074,0,0.07487026855840417,Normal operation,-,-
2025-10-20T12:25:00Z,M5,63.287511096596845,3.9404795924659224,10.513267433113356,0,0.0645018359734886,Normal operation,-,-
2025-10-20T12:30:00Z,M1,60.9707754934804,6.937289981065779,9.297946906122647,0,0.25705485178292725,Normal operation,-,-
2025-10-20T12:35:00Z,M2,56.723378534022316,4.215783693735685,8.536485051867881,0,0.495804331930008,Normal operation,-,-
2025-10-20T12:40:00Z,M3,62.96120277064576,5.522110544359778,10.00511345664246,0,0.5930018711232194,Normal operation,-,-
2025-10-20T12:45:00Z,M4,57.65412866624853,2.1692585158991715,9.57935467723464,0,0.1327292901069405,Normal operation,-,-
2025-10-20T12:50:00Z,M5,56.572854834732304,3.395445461556762,9.83871428833399,0,0.3767718934436743,Normal operation,-,-
2025-10-20T12:55:00Z,M1,64.04050856814538,8.77237180242106,10.174577812831838,1,0.9605465399912375,Anomaly detected with 0.96 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T13:00:00Z,M2,62.57550390722764,4.851108168467666,8.081228784700958,0,0.5834529187980317,Normal operation,-,-
2025-10-20T13:05:00Z,M3,59.73486124550783,5.120460419882053,12.463242112485286,0,0.5131654077246397,Normal operation,-,-
2025-10-20T13:10:00Z,M4,58.076390352188774,5.603094684667225,9.965288230294757,0,0.5110807875911257,Normal operation,-,-
2025-10-20T13:15:00Z,M5,48.31321962380468,7.285645629030041,10.751933032686773,0,0.3077812378872336,Normal operation,-,-
2025-10-20T13:20:00Z,M1,67.91031947043047,3.181225090410522,11.402794310936098,0,0.2781507262857158,Normal operation,-,-
2025-10-20T13:25:00Z,M2,45.98148937207719,6.173714187600541,12.190455625809978,0,0.2003738895618884,Normal operation,-,-
2025-10-20T13:30:00Z,M3,50.09463674869312,3.867404540794456,10.099651365087642,0,0.08100652315800991,Normal operation,-,-
2025-10-20T13:35:00Z,M4,54.96524345883801,1.8986731378677346,10.068562974806028,0,0.5255973069402792,Normal operation,-,-
2025-10-20T13:40:00Z,M5,49.37696286273895,5.9471848612703635,9.080575765766197,0,0.4970955550215426,Normal operation,-,-
2025-10-20T13:45:00Z,M1,75.4993440501754,3.4334934153275256,9.677938483794325,1,0.9566114884404461,Anomaly detected with 0.96 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T13:50:00Z,M2,68.1351721736967,2.5382713671320896,10.227459934604129,0,0.5981502603906479,Normal operation,-,-
2025-10-20T13:55:00Z,M3,73.07142754282428,1.785033530877545,10.184633858532305,0,0.35548743808144506,Normal operation,-,-
2025-10-20T14:00:00Z,M4,62.598827942484235,6.563645743554621,8.763049289121918,0,0.47294307834928073,Normal operation,-,-
2025-10-20T14:05:00Z,M5,46.795433869157236,6.0438831312337955,10.296984673233187,0,0.5696211514353354,Normal operation,-,-
2025-10-20T14:10:00Z,M1,62.504928503458764,5.692896418993952,9.31997527842151,0,0.5173060648725762,Normal operation,-,-
2025-10-20T14:15:00Z,M2,62.322536971610035,5.586144946597362,9.285648581973632,0,0.1860414559587587,Normal operation,-,-
2025-10-20T14:20:00Z,M3,78.65774511144757,5.947665841823575,8.808696502797352,1,0.9488739118019095,Anomaly detected with 0.95 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T14:25:00Z,M4,66.5655360863383,3.050636659545357,10.787084603742452,0,0.12103767833332224,Normal operation,-,-
2025-10-20T14:30:00Z,M5,71.58595579007404,3.358635363296579,10.963376129244322,0,0.5747280649922973,Normal operation,-,-
2025-10-20T14:35:00Z,M1,64.12780926936499,6.64412031998898,11.896792982653947,0,0.38339604894798396,Normal operation,-,-
2025-10-20T14:40:00Z,M2,57.54611883997129,3.492527671285021,9.110485570374477,0,0.1757535430269045,Normal operation,-,-
2025-10-20T14:45:00Z,M3,51.841897150345616,4.845796581171792,10.341151974816643,0,0.41943537642322115,Normal operation,-,-
2025-10-20T14:50:00Z,M4,62.766907993300194,6.654366498072047,10.013001891877908,0,0.38997053225184264,Normal operation,-,-
2025-10-20T14:55:00Z,M5,74.53534077157317,4.470686333524088,12.720169166589619,0,0.24698949491806227,Normal operation,-,-
2025-10-20T15:00:00Z,M1,66.25667347765007,3.285684887167435,8.929107501938887,0,0.11245667570979595,Normal operation,-,-
2025-10-20T15:05:00Z,M2,64.82472415243186,4.553074429348298,10.714000494092092,0,0.4193652575760397,Normal operation,-,-
2025-10-20T15:10:00Z,M3,64.73237624573545,4.854342174686255,9.153206281931595,0,0.33616923549708627,Normal operation,-,-
2025-10-20T15:15:00Z,M4,44.851527753141355,4.106970095865957,10.856398794323471,0,0.47477511545460155,Normal operation,-,-
2025-10-20T15:20:00Z,M5,62.14093744130204,2.508522442576024,10.173180925851183,0,0.33608992561159634,Normal operation,-,-
2025-10-20T15:25:00Z,M1,63.85317379728837,3.2322851275977342,10.153725105945528,0,0.518699825175197,Normal operation,-,-
2025-10-20T15:30:00Z,M2,60.58208718446,2.714059404338754,10.357787360348283,0,0.353548761325967,Normal operation,-,-
2025-10-20T15:35:00Z,M3,65.60784526368235,7.166102486350554,11.053802052034904,0,0.3585158843444624,Normal operation,-,-
2025-10-20T15:40:00Z,M4,46.22330632042909,3.124349920169754,10.51503526720866,0,0.5321594814620897,Normal operation,-,-
2025-10-20T15:45:00Z,M5,65.1378595091221,6.030095372612096,13.85273149065472,0,0.27191557641681835,Normal operation,-,-
2025-10-20T15:50:00Z,M1,65.70890510693167,7.271131280361198,10.954001763493203,0,0.12370837564785239,Normal operation,-,-
2025-10-20T15:55:00Z,M2,66.51391251305797,4.369461510719309,10.758969220493267,0,0.06583047197233644,Normal operation,-,-
2025-10-20T16:00:00Z,M3,52.27174785462428,4.526362786519982,9.514636452170896,0,0.4653254906204904,Normal operation,-,-
2025-10-20T16:05:00Z,M4,60.81874139386323,9.629317133347017,8.132734807408251,1,0.8666345082775301,Anomaly detected with 0.87 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T16:10:00Z,M5,66.86260190374513,1.7745682576206967,9.528068134210567,0,0.4372438724545729,Normal operation,-,-
2025-10-20T16:15:00Z,M1,70.88950596967366,5.128560038190925,8.922255222070694,0,0.16713028882990089,Normal operation,-,-
2025-10-20T16:20:00Z,M2,52.84696290740032,6.359195497869352,9.269633368282863,0,0.12500431157272335,Normal operation,-,-
2025-10-20T16:25:00Z,M3,62.16458589581975,5.091143679807628,9.348399652394184,0,0.05799956611733506,Normal operation,-,-
2025-10-20T16:30:00Z,M4,81.43944089325325,6.267838044636022,7.974857413342393,1,0.9847041567864359,Anomaly detected with 0.98 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T16:35:00Z,M5,61.86454314769428,3.676427070463224,10.852433334796224,0,0.3744547277700481,Normal operation,-,-
2025-10-20T16:40:00Z,M1,52.07479261567299,4.770527117066202,10.504987278980456,0,0.26573422480485276,Normal operation,-,-
2025-10-20T16:45:00Z,M2,68.65755194170121,2.5994071858884475,9.665498764159052,0,0.29061120711305094,Normal operation,-,-
2025-10-20T16:50:00Z,M3,55.25054688839044,3.693341534852576,11.765454240281096,0,0.5472872819715616,Normal operation,-,-
2025-10-20T16:55:00Z,M4,64.04981710960955,2.4782320913299096,10.917861947054776,0,0.2415405068628152,Normal operation,-,-
2025-10-20T17:00:00Z,M5,81.22156197012633,7.064930521102294,8.480630034045987,1,0.8517016264565742,Anomaly detected with 0.85 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T17:05:00Z,M1,55.15765927133749,7.533822298373245,9.29233053438122,0,0.48100915700762864,Normal operation,-,-
2025-10-20T17:10:00Z,M2,64.43819428146229,6.5492681068586736,9.073069528421916,0,0.26809853027669855,Normal operation,-,-
2025-10-20T17:15:00Z,M3,59.404746439382,-1.4825346801381452,8.97561235866571,0,0.3921476851253304,Normal operation,-,-
2025-10-20T17:20:00Z,M4,57.4743184860684,2.504433636070301,11.632411303931635,0,0.5243000398107098,Normal operation,-,-
2025-10-20T17:25:00Z,M5,45.69858622039367,4.119911026606032,10.130740577286092,0,0.5722363430117031,Normal operation,-,-
2025-10-20T17:30:00Z,M1,74.41273289066116,2.1282756976411212,11.16316375215496,0,0.13089041451097086,Normal operation,-,-
2025-10-20T17:35:00Z,M2,60.10233061019587,3.036982697904098,10.462103474263271,0,0.5596231938388219,Normal operation,-,-
2025-10-20T17:40:00Z,M3,61.9905969557347,3.799566245682411,10.06980208499002,0,0.32066396119374596,Normal operation,-,-
2025-10-20T17:45:00Z,M4,56.1468640313824,5.227034690502496,10.662130674521046,0,0.19203441356442708,Normal operation,-,-
2025-10-20T17:50:00Z,M5,75.86016816145352,2.524369002346302,12.133033374656266,1,0.9381158093389368,Anomaly detected with 0.94 probability,Possible bearing wear due to excessive vibration or high temperature,Inspect bearing assembly and lubricate moving parts
2025-10-20T17:55:00Z,M1,40.47912200477498,4.6964298099288335,10.588317206484577,0,0.5890179164070124,Normal operation,-,-
2025-10-20T18:00:00Z,M2,62.809918677350325,3.7546009603588124,9.791877749642724,0,0.32093995169607825,Normal operation,-,-
2025-10-20T18:05:00Z,M3,55.06999065341167,3.821270486111577,10.849602097021025,0,0.23081338565812948,Normal operation,-,-
2025-10-20T18:10:00Z,M4,63.57015485965047,3.6141808094786914,10.899599875433251,0,0.3983704698741991,Normal operation,-,-
2025-10-20T18:15:00Z,M5,63.072995208766095,6.62572423767792,10.629628841923612,0,0.18208009032800615,Normal operation,-,-
